service_id,service_date,service_duration,service_comment,service_cashed_price,service_is_voucher,service_client_id_id,service_massage_id_id
4387,2020-01-31,42,PnòóYjeAì8B#OUü@$LîTyHû2SI7öopmuäôäEâZhnsdDôQ6bf^a,85.08,f,159,27
4388,2021-10-25,136,Wcpr7áW04ëh^L@bòûèaUéö0ôîjìïôzé%9eûudíl3üüXXy$RtKr,104.14,f,433,1
4389,2020-01-01,147,BèQé1sZô$ûòhúAQQOWq2^dzyIPTFc2póDHëCKóî&VttXènSfQl,135,t,281,30
4390,2021-01-30,141,àWPúsBèQé1sZô$ûòhúAQQOWq2^dzyIPTFc2póDHëCKóî&VttXè,110.19,t,497,6
4391,2020-08-02,64,VIyòï6ìaysólMMn1Gi*gEú7újö3b^m4^8Lût69IcòBEozOîKsk,119,t,615,20
4392,2021-07-27,157,ígqj3PRhk0Y8äwúa7E3ûéíûìNBNtW^YáúVsZ5eïXmëâevìèP9ò,156,f,891,10
4393,2019-06-16,57,ZYfmrcCîP5ae%üh5zäsTTu8NpGnLë^ëqf@iEt#E&Sb0%*PjaIL,138,f,170,1
4394,2021-05-19,175,qDw3ûKF$âVoIfpi27Qgjz*7ûvKü6wePáéôèMAMs^%XûóUrA4dS,137.34,t,741,1
4395,2023-05-31,39,VMrAívLB0èhifnóWó^TSaglë%WJzûö7òbzAúmèNoJHjXhôà8àk,187,f,114,6
4396,2021-08-09,85,ënGôH1áxvâ#YAHfHâQbë9û0mfzMè2gxULqtéu3AzàghemJVí%S,92,f,662,13
4397,2019-01-03,128,rjkhqàYè*üUcinü*cM2ub@te1CqpòQqLílâkáì#qmc72YpOYSì,155.88,t,897,5
4398,2019-06-26,64,YpOYSìïxQTúgïEárJëéOw#$9Bsgtîed4@&1êhûNz3Vy6MûuAvö,87.15,f,471,28
4399,2021-10-06,67,CAîóòZvE9iWêqWôhbSä$%ël6èzú5SrTìênûxäoyr#Xcps8éX14,143,t,518,4
4400,2023-02-20,81,jXhôà8àkü5zVnM&9MäuO@JdûCFpGPôLt9@7*ìeqZba28%yYeìK,127.1,t,630,2
4401,2023-06-20,77,8qêTURâA5AgJ1MSXJfMtèûKaôNèjZZDwâs^V7T$CbâWLïì5Zv5,174,f,519,24
4402,2020-12-21,148,Fé*KïkìE$%#Cthuô3e5#*2î5äOG4WG7NáCBwüCäq&j%pwXD&5T,118.9,f,771,25
4403,2023-05-23,112,i6HëtöUvQOqûoàï&ïrg$6îuTF*Tc1VAQkbJMwNWàS0*A^Gülxé,138,t,586,20
4404,2021-08-10,57,PavaëármIx&ICWfgACTnê5Pz9ZòV3vwt2càcLléouzlKoY^6nF,83.1,f,6,24
4405,2021-05-19,135,*ï*SIòLeWûeïrEôëöpMDilYóv9rîUVSêBNZhKJàTYKgNuqáMbû,126.65,t,579,15
4406,2020-09-16,59,nSfQl*ï*SIòLeWûeïrEôëöpMDilYóv9rîUVSêBNZhKJàTYKgNu,144.88,t,275,17
4407,2023-11-26,52,lirèdpBaü1joaAdNJvc#uf2Drqûû&Nó@ê8ér$rnd83Z^PZTòwy,155,t,70,12
4408,2022-11-11,55,5JóCéIPnòóYjeAì8B#OUü@$LîTyHû2SI7öopmuäôäEâZhnsdDô,187,f,129,16
4409,2023-11-29,52,v6VúRzrspyökwIhg8qvhHkUQ2jB1m9KyxbbFUäAó&òyCyuk&@é,146,t,616,28
4410,2022-12-01,113,WlRZduNàO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H6ïnoltQ,107.97,f,307,25
4411,2019-09-22,30,ü5zVnM&9MäuO@JdûCFpGPôLt9@7*ìeqZba28%yYeìKw0Tv3KEs,53,t,560,10
4412,2021-01-11,138,Röfkä$VIyòï6ìaysólMMn1Gi*gEú7újö3b^m4^8Lût69IcòBEo,144.3,f,490,8
4413,2021-05-08,52,ïxQTúgïEárJëéOw#$9Bsgtîed4@&1êhûNz3Vy6MûuAvöBûì^i$,153.86,f,394,14
4414,2020-07-17,112,Bûì^i$ovWv^4SNgAïôWëzIöXò8zéàCèaoëHXXVôx9Ek65PWâMj,176.39,t,89,19
4415,2019-05-16,83,ïi&M#cûäìaVéü1ûîkòïô0í%@fáueóm3aüXYy%RuKsQavbëérmI,191,f,911,9
4416,2019-08-13,39,w0Tv3KEs&ää*Oú#î9ósTt$1Q4â&QâUûxFSVè5xûíALömòF%^$D,80.57,t,100,16
4417,2023-09-10,89,zCHéx0*QHl$êpF%vébcüiîQô8OMûafè8REuúò2óät#ûháIiDBd,69.43,f,32,14
4418,2020-05-05,126,OhBöibv0Jücs90íoDìzpïIYZWûF@Fl76QXêNk@xëLPeKSënGôH,86,f,50,28
4419,2021-08-19,121,ih9&D5álüR37â2@RLzFccGVëBú*äzâ0C8X#íFXíêb4MZîö$4èû,53.71,f,695,23
4420,2023-11-07,108,5p%O11fî2XüxìvïeG2yoC^à1âàûej8îábsjQï3Vhöâ8GHEN4s5,95,t,397,12
4421,2019-11-17,94,OìkââEEft&a8ö%êcêXMöò6ew60Déíy1AûIm%gqGUCkcdajôRû9,166.87,f,74,8
4422,2021-09-02,53,qáMbûOìkââEEft&a8ö%êcêXMöò6ew60Déíy1AûIm%gqGUCkcda,111.14,f,762,22
4423,2019-02-14,36,RUà4öFé*KïkìE$%#Cthuô3e5#*2î5äOG4WG7NáCBwüCäq&j%pw,76,f,554,20
4424,2023-09-10,151,Q6bf^ai6HëtöUvQOqûoàï&ïrg$6îuTF*Tc1VAQkbJMwNWàS0*A,90,f,782,2
4425,2021-12-21,167,EWéâa35Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^UìJI3gJ,132.34,f,969,1
4426,2021-04-02,59,îûDZYfmrcCîP5ae%üh5zäsTTu8NpGnLë^ëqf@iEt#E&Sb0%*Pj,75.84,f,875,12
4427,2020-09-29,33,&ää*Oú#î9ósTt$1Q4â&QâUûxFSVè5xûíALömòF%^$Du6Bû42N$,72.3,t,500,20
4428,2019-12-28,81,zOîKsklirèdpBaü1joaAdNJvc#uf2Drqûû&Nó@ê8ér$rnd83Z^,125,f,50,15
4429,2023-06-10,68,ovWv^4SNgAïôWëzIöXò8zéàCèaoëHXXVôx9Ek65PWâMj9wäKOd,85.21,t,14,27
4430,2022-04-01,153,9wäKOdJRäúFî00ûöuZmXsGeGZPaSlôbleyLàdfwTKpsáä2*yúê,144.02,f,991,19
4431,2023-03-08,81,x*JCWfhBDToê6Pz@âûW4wxu2dèdMmípv0lLpY^7nF6q^P21gî3,80.88,t,259,27
4432,2021-12-18,150,u6Bû42N$A3ô6ëìH5XH8OéDCxxêërWkUqDYE*6UPiâüjcwIKadt,95.59,t,557,13
4433,2023-02-11,55,ScXû3áeûzuQhG@3GúpI4Döú%*jBKYGo341@íölUëäw27tTüéFr,85.98,t,963,21
4434,2019-02-23,110,1áxvâ#YAHfHâQbëQhG@3GúpI4Döú%*jBKYGo341@íölUëäw27t,56,t,777,5
4435,2019-03-14,103,HSfsaMDECK1%Iè#9UCH@à%düO$ûO&VòKJ44ódyôrêxKáLG%êWp,109.45,t,633,12
4436,2019-02-20,87,ûqo*FK%òtgZ#&í@BYë6M7kNgdJuH07ó7J*ûZsMiäói#UkúfD#ö,118.59,f,577,5
4437,2022-09-09,60,ìNäbgì9äFvnû3mïu$jiéJjEâeTdYá4jfä0vRiHRLáàqJMîüà^Y,98.99,t,110,25
4438,2019-06-05,64,jôRû9ìNäbgì9äFvnû3mïu$jiéJjEâeTdYá4jfä0vRiHRLáàqJM,102,f,280,19
4439,2019-03-14,79,XD&5TOhBöibv0Jücs90íoDìzpïIYZWûF@Fl76QXêNk@xëLPeKS,198.66,t,494,8
4440,2019-10-30,104,^Gülxéih9&D5álüR37â2@RLzFccGVëBú*äzâ0C8X#íFXíêb4MZ,140.16,f,408,19
4441,2019-07-08,152,cxFqDw3ûKF$âVoIfpi27Qgjz*7ûvKü6wePáéôèMAMs^%XûóUrA,159,t,30,23
4442,2022-02-26,68,aILv6VúRzrspyökwIhg8qvhHkUQ2jB1m9KyxbbFUäAó&òyCyuk,165,f,808,2
4443,2019-11-19,162,A3ô6ëìH5XH8OéDCxxêërWkUqDYE*6UPiâüjcwIKadtR1ópîò0^,50,f,287,21
4444,2021-04-22,89,PZTòwyRUà4öFé*KïkìE$%#Cthuô3e5#*2î5äOG4WG7NáCBwüCä,155.19,f,430,10
4445,2023-10-24,40,JRäúFî00ûöuZmXsGeGZPaSlôbleyLàdfwTKpsáä2*yúêîZóIUé,104,f,10,10
4446,2020-04-12,143,îZóIUéoRQïâáRnU1xìTièVürííLLm0Fh&fDójóûTfa%l3%7Kòû,124,t,950,5
4447,2023-03-12,124,YayìwöfG3zoD^à2êèûek9ôábsjRö4Viöâ8HIFO5t5ûqpAGL%òt,70,t,77,20
4448,2021-08-02,154,R1ópîò0^wíZâXáG#GmP7RYîOlSyïàQfúTïoáûI2éyCê$ZBIgéê,94,t,273,17
4449,2021-09-11,72,vNqyE&m9àà@Iô6W4înOn6wKyU9LVOórANPá0rYî#Fìgó*896&p,197.48,f,451,26
4450,2019-02-05,131,TüéFrvNqyE&m9àà@Iô6W4înOn6wKyU9LVOórANPá0rYî#Fìgó*,102,f,838,9
4451,2023-06-24,86,ígqj3PRhk0Y8äwúa7E3ûéíûìNBNtW^YáúVsZ5eïXmëâevìèP9ò,147,t,713,25
4452,2019-11-30,119,cOdm0iTóúíä9DQwBAêóìYvE8hWâpVôhbRû$$äk6èyú4SqSèêmô,109,t,911,13
4453,2022-07-18,133,kCúZHp452#lümVïëx38uUaíGswOrzFXn@oè#íá7b5hoPo7xLGü,93.96,f,380,8
4454,2020-05-05,85,îüà^YkCúZHp452#lümVïëx38uUaíGswOrzFXn@oè#íá7b5hoPo,98,t,479,26
4455,2021-05-27,147,ënGôH1áxvâ#YAHfHâQbë9û0mfzMè2gxULqtéu3AzàghemJVí%S,168,t,686,2
4456,2022-12-19,74,îö$4èûHSfsaMDECK1%Iè#9UCH@à%düO$ûO&VòKJ44ódyôrêxKá,181.67,t,715,13
4457,2020-12-28,32,4dSWlRZduNàO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H6ïno,146.6,t,927,14
4458,2019-12-10,113,&@éEWéâa35Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^UìJI,152.81,f,787,27
4459,2022-06-29,73,wíZâXáG#GmP7RYîOlSyïàQfúTïoáûI2éyCê$ZBIgéêRcï@á1#4,158.29,t,793,16
4460,2020-01-09,134,q&j%pwXD&5TOhBöibv0Jücs90íoDìzpïIYZWûF@Fl76QXêNk@x,139.64,f,545,1
4461,2021-09-23,92,oRQïâáRnU1xìTièVürííLLm0Fh&fDójóûTfa%l3%7Kòû58HbPt,63.96,t,893,11
4462,2020-10-19,83,58HbPtDnxNêJrjkhqàYè*üUcinü*cM2ub@te1CqpòQqLílâkáì,126.48,f,269,9
4463,2019-10-21,101,hZ#&ó@BZï7N8kOgeJuH07ó8K*áâtNjëúj$UlàgD$ücPdn1iUúà,93,t,721,28
4464,2021-05-30,69,Rcï@á1#4HNì35EVMrAívLB0èhifnóWó^TSaglë%WJzûö7òbzAú,56.19,t,802,20
4465,2020-01-11,79,1%YyxH7$xX1èíCzSB2Jê^^ssWàmRePk&S&#0PKdVòdëqDEäïoL,53.28,f,77,9
4466,2023-01-26,62,896&p1%YyxH7$xX1èíCzSB2Jê^^ssWàmRePk&S&#0PKdVòdëqD,100,f,119,16
4467,2020-11-11,40,5JóCéIPnòóYjeAì8B#OUü@$LîTyHû2SI7öopmuäôäEâZhnsdDô,192,f,727,15
4468,2021-03-22,71,wänxq@Wcpr7áW04ëh^L@bòûèaUéö0ôîjìïôzé%9eûudíl3üüXX,91,t,474,4
4469,2019-06-19,143,@àWPúsBèQé1sZô$ûòhúAQQOWq2^dzyIPTFc2póDHëCKóî&VttX,114.06,t,619,25
4470,2019-01-26,78,7xLGü@àWPúsBèQé1sZô$ûòhúAQQOWq2^dzyIPTFc2póDHëCKóî,112,t,560,21
4471,2022-09-16,173,Röfkä$VIyòï6ìaysólMMn1Gi*gEú7újö3b^m4^8Lût69IcòBEo,63,f,511,12
4472,2022-11-09,61,LG%êWpígqj3PRhk0Y8äwúa7E3ûéíûìNBNtW^YáúVsZ5eïXmëâe,68,t,425,22
4473,2022-06-07,89,ltQîûDZYfmrcCîP5ae%üh5zäsTTu8NpGnLë^ëqf@iEt#E&Sb0%,61,t,680,30
4474,2022-11-18,166,3gJcxFqDw3ûKF$âVoIfpi27Qgjz*7ûvKü6wePáéôèMAMs^%Xûó,134.68,f,452,4
4475,2023-04-25,40,HNì35EVMrAívLB0èhifnóWó^TSaglë%WJzûö7òbzAúmèNoJHjX,170.75,t,613,12
4476,2021-02-27,163,ëLPeKSënGôH1áxvâ#YAHfHâQbë9û0mfzMè2gxULqtéu3Azàghe,58.65,t,125,28
4477,2023-10-31,101,DnxNêJrjkhqàYè*üUcinü*cM2ub@te1CqpòQqLílâkáì#qmc72,130,t,322,12
4478,2022-02-23,73,#qmc72YpOYSìïxQTúgïEárJëéOw#$9Bsgtîed4@&1êhûNz3Vy6,199,t,166,8
4479,2022-06-04,113,íë9EQwCAîóòZvE9iWêqWôhbSä$%ël6èzú5SrTìênûxäoyr#Xcp,195,f,432,23
4480,2020-02-09,156,mèNoJHjXhôà8àkü5zVnM&9MäuO@JdûCFpGPôLt9@7*ìeqZba28,52,t,370,5
4481,2023-04-05,175,wôkWíu8qêTURâA5AgJ1MSXJfMtèûKaôNèjZZDwâs^V7T$CbâWL,101.39,t,115,7
4482,2023-03-29,87,EäïoLwôkWíu8qêTURâA5AgJ1MSXJfMtèûKaôNèjZZDwâs^V7T$,77,t,322,10
4483,2022-04-21,44,Q6bf^ai6HëtöUvQOqûoàï&ïrg$6îuTF*Tc1VAQkbJMwNWàS0*A,81,f,110,29
4484,2019-05-27,66,y$RtKrPavaëármIx&ICWfgACTnê5Pz9ZòV3vwt2càcLléouzlK,88.58,f,528,6
4485,2019-05-10,59,ènSfQl*ï*SIòLeWûeïrEôëöpMDilYóv9rîUVSêBNZhKJàTYKgN,123.57,t,190,20
4486,2023-10-03,33,&VttXènSfQl*ï*SIòLeWûeïrEôëöpMDilYóv9rîUVSêBNZhKJà,155.98,f,466,18
4487,2019-09-29,115,zOîKsklirèdpBaü1joaAdNJvc#uf2Drqûû&Nó@ê8ér$rnd83Z^,181,f,520,28
4488,2020-07-03,135,vìèP9ò5JóCéIPnòóYjeAì8B#OUü@$LîTyHû2SI7öopmuäôäEâZ,135,f,843,28
4489,2020-05-21,62,*PjaILv6VúRzrspyökwIhg8qvhHkUQ2jB1m9KyxbbFUäAó&òyC,152,t,31,25
4490,2023-02-01,37,UrA4dSWlRZduNàO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H6,131.41,t,837,1
4491,2020-12-31,159,hôà8àkü5zVnM&9MäuO@JdûCFpGPôLt9@7*ìeqZba28%yYeìKw0,111.65,t,325,6
4492,2019-06-22,137,mJVí%SRöfkä$VIyòï6ìaysólMMn1Gi*gEú7újö3b^m4^8Lût69,91,f,551,8
4493,2021-04-18,132,YpOYSìïxQTúgïEárJëéOw#$9Bsgtîed4@&1êhûNz3Vy6MûuAvö,195,f,738,13
4494,2023-10-22,99,MûuAvöBûì^i$ovWv^4SNgAïôWëzIöXò8zéàCèaoëHXXVôx9Ek6,55,t,602,7
4495,2020-01-20,89,s8éX14ïi&M#cûäìaVéü1ûîkòïô0í%@fáueóm3aüXYy%RuKsQav,199.3,f,559,13
4496,2022-02-26,46,%yYeìKw0Tv3KEs&ää*Oú#î9ósTt$1Q4â&QâUûxFSVè5xûíALöm,91.51,f,633,3
4497,2019-05-15,166,ïì5Zv5zCHéx0*QHl$êpF%vébcüiîQô8OMûafè8REuúò2óät#ûh,147,t,694,13
4498,2020-08-29,96,CbâWLïì5Zv5zCHéx0*QHl$êpF%vébcüiîQô8OMûafè8REuúò2ó,136.47,t,259,28
4499,2021-10-14,44,^Gülxéih9&D5álüR37â2@RLzFccGVëBú*äzâ0C8X#íFXíêb4MZ,91,f,123,19
4500,2020-12-26,100,oY^6nF5p%O11fî2XüxìvïeG2yoC^à1âàûej8îábsjQï3Vhöâ8G,184.01,f,826,17
4501,2022-08-20,82,uqáMbûOìkââEEft&a8ö%êcêXMöò6ew60Déíy1AûIm%gqGUCkcd,123.9,t,302,27
4502,2020-06-25,55,TYKgNuqáMbûOìkââEEft&a8ö%êcêXMöò6ew60Déíy1AûIm%gqG,154.81,f,734,27
4503,2023-04-26,65,PZTòwyRUà4öFé*KïkìE$%#Cthuô3e5#*2î5äOG4WG7NáCBwüCä,181.68,f,979,13
4504,2020-01-01,179,hnsdDôQ6bf^ai6HëtöUvQOqûoàï&ïrg$6îuTF*Tc1VAQkbJMwN,151.21,f,636,22
4505,2020-09-27,43,yuk&@éEWéâa35Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^U,66.45,f,334,16
4506,2021-09-20,60,5Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^UìJI3gJcxFqDw,94.65,f,959,26
4507,2023-12-07,158,ïnoltQîûDZYfmrcCîP5ae%üh5zäsTTu8NpGnLë^ëqf@iEt#E&S,158,f,676,23
4508,2022-05-24,68,céQûlîêFGgv*b9a&îdôYOüû7fy81Eíú02BëJo^hsIWEmefckáT,142.09,t,369,26
4509,2021-11-26,174,^AkBLZHp452#óümUïäx38uTaíGswOryF*n@àè#Jû6X5ônPo7xL,183,f,847,20
4510,2023-04-08,111,àO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H6ïnoltQîûDZYfm,188,f,938,3
4511,2020-11-10,95,yuk&@éEWéâa35Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^U,180,f,29,24
4512,2021-11-10,88,ägütFûïaqOFjmZàx#tûWWUîDOêjMKìVZLiPvsíNcéQûlîêFGgv,166,f,490,2
4513,2019-10-12,115,û8DPvA*âíèXuD7gVZoUîgaQò##äj5àyó3RpRàâlôwûmwq@Wbor,191,f,285,7
4514,2020-03-09,68,#î9ósTt$1Q4â&QâUûxFSVè5xûíALömòF%^$Du6Bû42N$A3ô6ëì,168.76,t,155,9
4515,2022-04-22,133,òF%^$Du6Bû42N$A3ô6ëìH5XH8OéDCxxêërWkUqDYE*6UPiâüjc,120.89,f,890,6
4516,2019-08-11,114,jèëîyá$8dûtcék2ööWWx#QsJqOüuüäáqlHw^HBVef*CSmâ4Oy9,171.72,f,335,2
4517,2021-04-24,112,v3KEs&ää*Oú#î9ósTt$1Q4â&QâUûxFSVè5xûíALömòF%^$Du6B,115,t,630,9
4518,2022-03-22,45,á#ûPëdhò@ïGwpä4oöw%kjóKlGêgUeâí5lhë1wSkJTMéìrLNôaè,116,t,750,3
4519,2021-11-01,88,PWâMj9wäKOdJRäúFî00ûöuZmXsGeGZPaSlôbleyLàdfwTKpsáä,89,t,81,17
4520,2022-06-12,143,T*$1PKdVûeïrDFëöoMwûlXóv9rîUVSêB6BhK2NTYJgNtìáLaûO,177.05,t,423,4
4521,2021-04-25,91,ìJI3gJcxFqDw3ûKF$âVoIfpi27Qgjz*7ûvKü6wePáéôèMAMs^%,91.8,t,7,2
4522,2022-06-05,81,A7pâëïûcXLX3IHóäüá2L&oôíwîào5YbZCd&%öMëSZxZüótoKcB,66.76,t,946,5
4523,2022-12-13,119,còBEozOîKsklirèdpBaü1joaAdNJvc#uf2Drqûû&Nó@ê8ér$rn,180.61,f,639,18
4524,2019-04-11,72,TsrC16sSváê%uM$xDV98mmQágLüJf9N@5vJEïPíöèl^*úìiGqX,104.79,t,132,7
4525,2022-06-29,160,&j%pwXD&5TOhBöibv0Jücs90íoDìzpïIYZWûF@Fl76QXêNk@xë,149,f,652,2
4526,2019-10-15,60,9@7&q1^ZzyI8%yY2èóD0SC3Kê&^ttWèmSfQl*T*$1PKdVûeïrD,181.38,t,637,17
4527,2023-01-22,60,0%*PjaILv6VúRzrspyökwIhg8qvhHkUQ2jB1m9KyxbbFUäAó&ò,126,t,648,4
4528,2021-12-09,161,äáqlHw^HBVef*CSmâ4Oy9YìU3uvs1búcLkéntykKnX%5mE4p$N,182,f,76,27
4529,2021-01-31,116,jôRû9ìNäbgì9äFvnû3mïu$jiéJjEâeTdYá4jfä0vRiHRLáàqJM,72,f,851,9
4530,2021-08-29,169,02BëJo^hsIWEmefckáTá#ûPëdhò@ïGwpä4oöw%kjóKlGêgUeâí,152,f,252,3
4531,2021-12-20,171,àS0*A^Gülxéih9&D5álüR37â2@RLzFccGVëBú*äzâ0C8X#íFXí,139.3,f,850,22
4532,2022-04-18,61,b9a&îdôYOüû7fy81Eíú02BëJo^hsIWEmefckáTá#ûPëdhò@ïGw,186,f,721,28
4533,2021-09-15,34,$4èûHSfsaMDECK1%Iè#9UCH@à%düO$ûO&VòKJ44ódyôrêxKáLG,181,t,298,11
4534,2021-03-02,105,*CSmâ4Oy9YìU3uvs1búcLkéntykKnX%5mE4p$N10eê1Xöxèvïe,113,f,835,26
4535,2019-02-07,102,kcdajôRû9ìNäbgì9äFvnû3mïu$jiéJjEâeTdYá4jfä0vRiHRLá,151.9,t,401,29
4536,2022-02-25,62,QèQMBíîvòlvp9VWnp6ô^b2äf$J8üèìúöSGSyêCûàäêxû#kcôsb,90,t,209,21
4537,2019-05-15,66,iDBdScXû3áeûzuQhG@3GúpI4Döú%*jBKYGo341@íölUëäw27tT,92.43,t,679,8
4538,2020-07-30,58,NtìáLaûOìkââExêt&W7U%DbêXMöò5âw6zCIíy0AQIm%îqG%víc,122.38,t,998,12
4539,2022-04-22,66,N4s5ûqo*FK%òtgZ#&í@BYë6M7kNgdJuH07ó7J*ûZsMiäói#Ukú,66.47,t,475,16
4540,2019-01-23,121,@àè#Jû6X5ônPo7xLzV@MWPúsAOQé1sZî$GòhúA9@7&q1^ZzyI8,171,t,115,6
4541,2023-05-12,121,I3gJcxFqDw3ûKF$âVoIfpi27Qgjz*7ûvKü6wePáéôèMAMs^%Xû,188.78,t,30,21
4542,2023-08-01,168,RJKHQ7COë*&ZIN*äCjfUAàTDêüPP@@ûi4úxí2QèQMBíîvòlvp9,157,t,431,5
4543,2020-03-16,86,ûháIiDBdScXû3áeûzuQhG@3GúpI4Döú%*jBKYGo341@íölUëäw,89.21,t,190,29
4544,2019-09-27,102,kP0N6%û%PFàáyTpbûoAâqämJAeiUjs6oZäëòb&KW2HGíûöû1K^,151,f,160,17
4545,2022-08-03,145,^i$ovWv^4SNgAïôWëzIöXò8zéàCèaoëHXXVôx9Ek65PWâMj9wä,54.38,t,962,6
4546,2023-02-18,116,EM3r4òpo&FJ$ìsfY@^é9AYä5L6jMfdItGz6í6I&ôYrMiûíh@Tj,152.44,f,699,25
4547,2019-06-14,93,KadtR1ópîò0^wíZâXáG#GmP7RYîOlSyïàQfúTïoáûI2éyCê$ZB,79.2,t,498,19
4548,2023-04-14,70,U3uvs1búcLkéntykKnX%5mE4p$N10eê1XöxèvïeF2xnB%ú0Zàô,168,f,88,29
4549,2022-03-14,144,2N$A3ô6ëìH5XH8OéDCxxêërWkUqDYE*6UPiâüjcwIKadtR1ópî,147,f,188,13
4550,2020-04-07,58,mDàâIq674$nbnWöïz5@vVbóHtxPs0HZo$qì%óé8c6ipQp9yNHa,168,f,585,3
4551,2021-03-11,121,yúêîZóIUéoRQïâáRnU1xìTièVürííLLm0Fh&fDójóûTfa%l3%7,77,t,385,21
4552,2020-06-15,51,ââExêt&W7U%DbêXMöò5âw6zCIíy0AQIm%îqG%vícdajôRô9PNä,83,f,845,2
4553,2022-07-16,85,óUrA4dSWlRZduNàO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H,188.59,f,640,4
4554,2023-04-30,144,BûjDz&ìô8#e$ESAiyzw4êòfOàúrx2nNòâ*lpHks*@g4ûû5CY0R,111,t,328,20
4555,2022-06-08,83,3Z^PZTòwyRUà4öFé*KïkìE$%#Cthuô3e5#*2î5äOG4WG7NáCBw,109.04,f,605,14
4556,2021-12-31,89,îp3lWNOMU#z$bEwGNRDaGnéZFûYIédUT^rVn8Q1O7^äVQGèézU,142.87,f,902,21
4557,2020-11-12,112,eKSënGôH1áxvâ#YAHfHâQbë9û0mfzMè2gxULqtéu3AzàghemJV,132,t,749,26
4558,2020-04-18,171,öoMwûlXóv9rîUVSêB6BhK2NTYJgNtìáLaûOìkââExêt&W7U%Db,75.04,f,753,27
4559,2023-09-15,165,yuk&@éEWéâa35Yêï#fMòGRerüLCDBJ0o1à@l$BG9ú$cVN#ôN^U,174.24,f,79,25
4560,2021-11-26,105,eê1XöxèvïeF2xnB%ú0Zàôdi8êûariPë2UhïZ7FGEM3r4òpo&FJ,113.47,t,80,28
4561,2020-02-29,114,à^YkCúZHp452#lümVïëx38uUaíGswOrzFXn@oè#íá7b5hoPo7x,136,f,307,6
4562,2023-01-31,87,hë1wSkJTMéìrLNôaè*âmDàâIq674$nbnWöïz5@vVbóHtxPs0HZ,175,f,143,11
4563,2020-01-26,148,4MZîö$4èûHSfsaMDECK1%Iè#9UCH@à%düO$ûO&VòKJ44ódyôrê,76.12,f,585,1
4564,2019-01-19,87,4oöw%kjóKlGêgUeâí5lhë1wSkJTMéìrLNôaè*âmDàâIq674$nb,199.53,t,534,27
4565,2021-08-30,167,Wpígqj3PRhk0Y8äwúa7E3ûéíûìNBNtW^YáúVsZ5eïXmëâevìèP,65.06,t,779,20
4566,2021-04-17,30,xnB%ú0Zàôdi8êûariPë2UhïZ7FGEM3r4òpo&FJ$ìsfY@^é9AYä,163.52,f,277,4
4567,2023-11-30,149,JMîüà^YkCúZHp452#lümVïëx38uUaíGswOrzFXn@oè#íá7b5ho,106.32,t,34,25
4568,2021-06-09,104,1ïïV&ö@PòIèNUtöûûpkGï%GAUZe&BRóZ3Nü8XO%etur0aóbKéû,116.9,f,891,24
4569,2019-01-12,110,FrvNqyE&m9àà@Iô6W4înOn6wKyU9LVOórANPá0rYî#Fìgó*896,189.36,f,363,5
4570,2023-07-16,135,jôRô9PNäbgì8RFuúò3óëu$áiéIjECeTcYá4éfû0vRiH#4HàpJ5,62,f,66,1
4571,2021-12-29,121,#öcOdm0iTóúíä9DQwBAêóìYvE8hWâpVôhbRû$$äk6èyú4SqSèê,121.77,f,7,30
4572,2022-10-30,92,Y2èóD0SC3Kê&^ttWèmSfQl*T*$1PKdVûeïrDFëöoMwûlXóv9rî,185.02,t,640,15
4573,2019-01-20,155,rA4dSWlRZduNàO8ì42íBáHOmOíXid*è7tm6Tö9n4êSx0ò1@H6ï,188,t,435,27
4574,2021-10-03,121,np6ô^b2äf$J8üèìúöSGSyêCûàäêxû#kcôsbáj1ïïV&ö@PòIèNU,77.8,f,256,2
4575,2020-10-23,159,tTüéFrvNqyE&m9àà@Iô6W4înOn6wKyU9LVOórANPá0rYî#Fìgó,151,f,849,4
4576,2022-08-07,73,évêúnhXaBBcq$ï5ä@YwYïísà3bt3xAôivy^èî7@dnDR*hüaïgâ,68.66,t,742,1
4577,2019-12-04,129,dJRäúFî00ûöuZmXsGeGZPaSlôbleyLàdfwTKpsáä2*yúêîZóIU,96.89,f,596,6
4578,2020-10-27,174,C@ïbNclzhSóúéû8DPvA*âíèXuD7gVZoUîgaQò##äj5àyó3RpRà,71.8,f,295,30
4579,2019-10-06,172,éêRcï@á1#4HNì35EVMrAívLB0èhifnóWó^TSaglë%WJzûö7òbz,171,t,801,28
4580,2023-06-21,116,8êûariPë2UhïZ7FGEM3r4òpo&FJ$ìsfY@^é9AYä5L6jMfdItGz,123,t,213,25
4581,2021-10-12,127,^wíZâXáG#GmP7RYîOlSyïàQfúTïoáûI2éyCeTdYá4jfä0vRiHR,65,f,440,29
