service_id,service_date,service_duration,service_comment,service_cashed_price,service_client_id_id,service_massage_id_id
3817,2019-09-14,89,ûöâ8HHFNhs5ûqp*GK%òtgZ#&í@BZT6MkkOîeJëHc7ó7J*ûCäNá,151,901,14
3818,2019-01-26,159,XQàtCPRí2tâû%HûiàB@#8Ar3&â0zJ9^zZ3òúE1UD4Lô**uuYìo,151,914,16
3819,2019-09-05,82,á4éfä0vRiH#4HàpJ5Eüà^AkCLZHp452#óümVïëx38uUaíGswOr,119,510,5
3820,2019-01-14,166,bztúmNNo2HjAhFà8àkü4c&n5&9Mäu7@JdûCFpzPôLtlmjsìeqB,75,558,6
3821,2022-11-16,155,abETû*í^òxBytj^9áDWéZü24Xâë#eMìFQdrüKCDAI0o0ú9k#BF,192,183,24
3822,2023-11-01,113,qQuôC$sK#vCT76kí8ôe3ï1dkL83tHCä7éëújp^óàgxoWc9ândá,61,974,46
3823,2020-01-08,178,ûBî$Gìgó*896&pdqZyü17$yY1èKC0SB3Jê&^sä&èm#f9lsT*#1,118,53,49
3824,2020-03-20,92,83ZrQâTòüySUàhöGítKïíPx%^#Cuiuôfe6$A2îiäO04Wz7OévC,123,176,45
3825,2020-01-13,108,áLH%îWpígqj3PRik0Y8ëxúa7E3ûéíûòNBNtW^ZáàVsZ6eïXnëâ,72,906,44
3826,2021-09-30,36,âöPO9mPi3LwJ29àQLBéêuOkvo8%Wmp5F%a1Qf$2kVàèúïRFSyD,57,893,26
3827,2021-06-07,83,û#ïHEqë5püx^lkóú9Hî4V2êl6mhï2xT8KUNíqsMOûzìAâ@Eèfí,163,690,21
3828,2021-12-22,83,rjkhqàYà*üUcinü&cM1ua@td1CppòPqLílâjáì#qmb72YpOYSì,194,661,25
3829,2021-11-20,120,E9Ek65PWâMj9wäKOdJRämFîG0ûwuZ@X*GeGZPaä8ôzleyLà1fw,153,88,32
3830,2021-10-05,108,$4èûHäfsaMêîZó1%Io#9UâáRn%1üOTiOVüòKí44ódyôrêxKjLû,111,721,50
3831,2019-11-11,179,JuH07ó8K*áâtNjäúj$UlàgD$ücPdn0iUúàíë9EQwCAîóòZvE9h,190,161,9
3832,2023-03-20,175,EIöDLúôAXuuYòoThRnAüBUJäMfXägütFûïaqOFjmZàx#sûVWUî,96,763,15
3833,2023-11-19,129,8REuúò2óëu#ûháIjECeScYá3áeûzuQiH@3GàpJ4Eöú^AkBKYGo,121,502,33
3834,2022-11-04,175,mnksPêòCYXelpbBêO4üd$ög4yûrSSt7MoFmKä%äoe9hDs@D^Ra,108,802,7
3835,2022-01-14,167,riPë2UgïZ7FGDM3r4òpn&EJ$ìsfY@^é9AXä5L6jMfcItGy6í6I,85,607,3
3836,2022-01-12,71,xLGü@úWPúsAèQé1sZî$ûòhúAPQNWq1^dzyIOTFc2póDHëCKíê&,165,927,40
3837,2022-01-17,135,ZQRPX^2&eHzJPUGdJqúêIïêLógXWAuXq#T4R@AöYTJûú2Wt3w*,96,320,32
3838,2022-12-16,80,GòhúA9@7&qeqZza28%yY2èKD0SC3Kî&&tä*èn#f9lsT*$1QKd&,134,529,42
3839,2023-02-08,133,VdéàWtâ63öYnïêfwòìQRr6KmDlJòoûúZkfBq9C$Pöa#%MhUzIs,161,361,12
3840,2021-12-25,127,f$J8üèìúöSGSyêCûàäêxû#kcôsbáj1ïïV&ö@PòIèNUtöûôpkGï,91,343,5
3841,2019-02-28,155,kSV5&áüê912z8iu6SrqB05rRuûâ$tL#wCU87llPûfKöId8M84u,80,555,7
3842,2021-10-19,38,1wS7JTMéprLNôyè*Z9Dàeé^674$nbnWwïz5@vVzóHAxP*0HZ$#,92,791,12
3843,2023-08-15,37,yôqêwKiKôTeVoéfpi2OûhjzXOswóü6D2òáéôìMYàsVUbûúUrY5,177,437,47
3844,2020-11-28,54,dS*óRCZïON88ìh2ívá1OúPKAáâtèjun7TVlo4î$ü0òe#I6öúàó,197,795,15
3845,2019-11-10,179,QâUûüzSVèiüGítLöóQy%^#Duivûgf6$A3ôjëP15X08OéwCxaDë,64,166,47
3846,2020-05-02,180,ói#%íúfDnVcOZm0iTLMJS9x9öBtEKPBïElôWCìVFôbRR$oSk6N,180,711,28
3847,2020-10-09,43,pJLîöà^YkBóZGp452#lülUïäx38uTüíGswOryFXn@oè#éû6b4g,192,28,43
3848,2023-05-13,70,ä^ëpe@5êsRE^RazT&OjaHKuLVúRz^&$Eöjwûhf7%B4ôkïQ26Y1,97,267,48
3849,2022-02-28,71,CnAt0êHD9YSlGcmfz5Negx%4ìtIë3tbNîôâúJ^Jp$@VêéSo^2a,94,938,13
3850,2019-02-25,45,^Bè%Eîa@Q#nRjhMxK3@è#NCóôwQmöìm&XoòjG&cfSgq4lXìòàü,103,375,23
3851,2022-11-01,120,èMòaeà7ûDtmì1lät@hgûHiDYdRbXû2idòytPhGQJôúoIKâïó%W,160,794,50
3852,2021-02-22,71,VyìwöfGfyoC^à1âNGâj9îHXsjQU3Vûöâ8GHFNhs5ûqp*FK%òtg,59,396,37
3853,2019-08-21,130,Y$#ppTójOcMi$Q%8yMHaSàbûoACìälJtâhUás6nZQRPX^2&eHz,52,199,38
3854,2022-11-05,118,99òi3ówé2PàQLBéêuìkvo8UWmp5ô%a1ûf$J8üèèúïRFSyêCôàû,154,290,40
3855,2023-11-08,118,lmPûfLöJe9à9LBéDëOíïàk%WúèhF%adQêo2kVNOLT#FSaDCôMR,90,835,21
3856,2021-10-24,92,eDhRNzf&yi6HuuööCQì^á$àv*vrg$7ôBTôXï01VYû8cJàDNaoë,80,725,47
3857,2019-09-14,31,Pëchò@TGwèä4àövqéjKKkzEg%eCí5ígë1ö#j2$5Ièr46Faè&Cl,101,361,44
3858,2022-08-02,82,ü5C1òûáîèLXúsUTbôóUrX40äWlûZcuèàOOp4IkBiHèmìíXid*o,71,930,32
3859,2022-12-07,144,äü8ûc0uànOOp3IkBiGè9èla5d*o6*@Nëv8#KeäDGq0QûMumnkt,186,824,30
3860,2020-04-17,48,iéJkFâfTdZé4kfä0vRjISLáèqKMîüà&YkCúZHp563#mamVïëx4,109,376,8
3861,2021-01-02,97,DhR7zg&yi6HuuöVvQìqápàï*vrh$7ôuTôXïc1VYûlcJàwOaèT1,151,379,33
3862,2019-06-10,168,v$3àrGä2saLâêZíH$Io@9TâûQn%0üOShNVüqJéK4í0yô^êDKiK,122,79,20
3863,2022-06-10,123,J^KqT#VêéSpV2bòUjìXasúóM6ú2Gá*ôFMìSNDóôwQmxq@&Yor7,61,919,10
3864,2019-01-28,130,0rZg$ôqgó*PQNV%1%cyxIOTEb1oíCGäBJíf^V*sWomR2P8&ë&S,169,583,12
3865,2020-10-17,120,è14DöLp*juKYFofgeméUí%ëRöfjä$öIyrï6qay&mlúMmIôiWgî,189,788,30
3866,2023-03-26,30,LjúáUga%ó4^7KQä68IYPuEàyOE3äklirèZèAWVdjoa*ZN2ïb#ë,66,456,39
3867,2022-01-04,87,YvE9hWâqVôhzSäT$ë86èFúLSqTìêniEä#yr#Xc%s8áX14ï5&M@,156,727,36
3868,2023-09-05,144,dkoaAâN3öc#ïf3DòqûRsNLnêlíû$ûnd83ZrQC%QüyS^NhöGJtK,85,758,49
3869,2023-10-06,172,uIDë8íTMép&úNûypXâ9êàeé^NOLTnz#awvFMQCüzmáAEò*HáZ$,189,671,21
3870,2020-09-09,137,Czvk*@éyXíâag5ZêïofNû0ReûW5DEBK1p1àml%CH9úpdV7#û6^,84,974,30
3871,2020-03-06,55,ûQJôn$éKêvmUX7Yíbô#KLIQkw8ïtsCJO*ëwjî^Bà%EîW9PnnRá,54,40,10
3872,2021-01-03,36,ú#î9ísTs#1P4â&QâUûxFSUè5wûíAKïlòE%^#Du6Bô32N$A3î6ë,116,384,18
3873,2022-08-17,55,fî2XVxìvïeGfynC^à1âNGâj8îHXsjQT3Vûöâ8GHENhs5ûqo*FK,200,646,26
3874,2023-12-18,96,vUbóHtxPszGAo#èì$Ká7Y6ûoQp8yM0W#NXQàtBPRí2tâô%Hûià,133,193,3
3875,2020-01-26,108,àS0*A^Fülxéih8&C5álöR37Z2@RLyEccGUëBú*ûzâzC8W#íFXí,150,843,16
3876,2023-12-03,67,ymyíki@*E7émaT49ê4#Sà0G1eHüïCoAt0î1D9YTmGcúîc5Neôü,148,727,6
3877,2020-01-06,81,^íkóLlGEgVfâí6óhï2xTkJ%6JìsL7Gbì*CmENêJr674%àboXüö,111,361,9
3878,2022-11-15,96,6ìCskè0jûr9gfôGgCXcQaWô1hcìxsOfFPIîínGJZëí#Vh*éWEm,133,267,31
3879,2019-05-13,149,DêüPP@@ûi4úxí2QèQMBíîvòlvp9VWnq6ô^b2äf$J8üèìúöSGTy,93,794,1
3880,2020-12-02,166,EwGNRDaHnéZFûYIédUT^rVn8Q1O7^äVQGèézUq0t%Cêsu@KBg6,195,505,30
3881,2019-04-26,59,4&Lò%#WFJ$ì*fcR^éQAYäML67àf0átûzMíNI&ôYrúisl5RTkm2,179,270,6
3882,2021-04-27,84,CnUbOYlzhSKLIR8w8ïAsDJOAëDkôVCèUEîaQQ#oRj5MyK3@ìRN,115,789,32
3883,2023-06-08,37,ú%AjBKYGo442@íülUëäw37tTüéFrvNqyF*m9àà#Iû6W4înOn6w,149,811,8
3884,2023-05-29,31,nm^w1nNqâW8pH7s&Q43hhLâbGûEa4I50qE*ìKîòég9#ûídBlSü,118,469,41
3885,2023-05-21,94,íûìNBNt&^ZáàVsB5eTXmSâewOìQ9ò53óCéIPnPúYkeAì8uo8Uü,56,639,24
3886,2019-06-22,40,PDPvB*êíìYuD8gVZpUîgyRûS#ä75àFóKRqSèâmhDû@xq@Wb$r7,147,96,5
3887,2022-07-07,84,TúàíäQEQwBAêóòYvE8hWâpVôhzRûT$ë86èFúLSqSìênhDä#xr#,72,747,16
3888,2022-07-20,102,*YpûkI*dgTir5nYòûèa^IV1GEéìïô0J%mêáuâólfWü*Aap@ë3û,159,973,23
3889,2020-08-31,104,x71EJúz2BSJn^ôsI&xódebkûSá#QPëchò@TGwèä4àöv%éjíKkG,154,965,35
3890,2021-08-15,175,2óCéIPnPóYjeAè7un7Tü9o4îTx1ò2#I7önomuRîäEâZgmrdDôQ,167,299,38
3891,2021-01-22,34,yOîKskliqèZèAaVdjoü*dM2vb@ue2DqpûQrMómâkéò#rnc82Yq,78,96,10
3892,2022-10-21,43,Kep2ènl%CH@àqdW8$û7&VP3JghKZaGòEü4á4G%ê&èJîìáf8Rûé,169,678,13
3893,2023-06-05,80,xûóAúömûFUVTêv6Ci43NUY3ôjëP15X08PJwDaaESû*í^ìxYxA6,75,458,38
3894,2019-03-02,74,xCe#cAá3áeûzë9h0@3Gúp24Döú%AjuKYGogheníül%ëäwfkä$ü,130,418,9
3895,2021-07-14,90,ï2ü$k3%6Jìs57Gbì*DmxNêJrjkhqàco*üözinö&cMIua9td1Cp,148,286,10
3896,2023-07-17,83,â3#SMzFddHVïCàAä0ê0C9X$óGYóîc5Nâôü%4ìäISftbMEFCL2^,89,58,22
3897,2019-04-01,72,Uv9OqHoMïsïòîojFu$F*Tcd^AQkY2Mw7WàS0stqzüíaJiôlrwi,77,918,26
3898,2019-03-17,63,0o0úlk$BG8óocU6@ô5%Uì2I3fJbüEpCv2ô3F#âVoIeàûe7Pgáb,98,993,16
3899,2019-02-12,86,%ëûwejä$öIEqï6qax&mlúú@Iô5W3îm7niö3yU9LVOórtMPá0òA,155,728,14
3900,2021-04-03,117,4â&RêUûxFSVè6xûíALömûF^&$Dv6Cû42N%A3ô7ëòI5XH8PéDCx,198,263,34
3901,2023-04-27,178,è&BlDMâIq563$úanWöïy49vVbóHtxPs0GAo#ìì$Ká8Y6ûpQp8y,164,855,29
3902,2023-06-13,36,7jNf1ItGz6íNJ&ûYrMisl5#Tkm2C@özOc9zhTóúéäPDPvA*êíì,90,568,26
3903,2021-07-28,105,ôUy2ûf$J8üèìúöSûëyêâhàäêxû#7cîsbáj1ïïVVw@PrIpNötöû,155,715,12
3904,2019-01-28,149,gJYüEìCö2G3yoC^àIêèûe79ôáb*jRïKViwePHIFN5t5û^p*GK%,195,412,47
3905,2019-05-11,170,ZfìLx1Tw4Kîs&të*ìú#g@lsUt$2QLe&ûêUûxGëVè6xûíAúömûF,50,823,19
3906,2023-11-25,180,rmIü&2v&êgAw$àê58b9CQ^gvwt2YàcLóéouzlKàY^jnFip%7e1,176,66,19
3907,2019-02-11,59,Iêèûe7Qôáb*7ûöKViwePHIFO5AMû^%XGL%òAhdS&óRBZïNN88ì,50,140,41
3908,2022-11-19,43,èézïp0t%Zêru@óBf6ükAO%eëëûcWKFlO6QWêNkQxëóPeóSänûô,122,609,14
3909,2019-06-17,53,3ébxîpâvJhJîSdUnáeoh1NògiyWNrvíö5C1ìûáîèLXúrUTaôóT,55,809,45
3910,2021-08-09,100,öîgxûòR#ä7LàEóKRpäàâlgCû@D%QWb$^NûV0Jë4UK9aqrowïáï,62,937,40
3911,2022-02-14,128,dHüvCnAt0êHD9YSlGcmfz5Negw%4ìtIë3tbMîôâúJ^Jp#@VêéR,131,716,32
3912,2023-01-06,150,oöîgyûûSSs7MoEmKäpäèâmgCs@D%Qüb$^NiV0Kt4UóQyqroxïá,73,820,18
3913,2019-08-05,154,42NTYKg6uìHLbHOìkDâExêtrW8U%DcEXMöò6âwjcwIíydtRImp,198,60,50
3914,2021-08-24,99,Fóo13Cïó$*itJXFnfgdméök$äûvejä#öIEqë6püx&llúú@Hô5W,137,612,49
3915,2022-11-20,143,iK2NTYKhNuòáMbûPìkêâEyêu&X8V%DcêXNöò6âw60DIóy1ARIm,177,260,37
3916,2021-03-16,99,hkXóv9rîUVSâBMZú97SBF8ó#böN@îM%UèIH23ébwêpZvIôJE#Z,165,967,43
3917,2020-04-13,82,2QèQMCíîvòlvp9VXnq6ô^b2äg%J8aèìàöSGTzîDûàäêyû#kcôs,162,715,27
3918,2021-05-26,55,Xüö06#wWcúIuyQt1ICp$òò^Lí9â7áqRq@zO2Y%OYSìvDQTú3uî,136,335,9
3919,2020-11-12,40,úIâàôáoqKMîxà&Z8Cúdá%563$mamVvëy49uUyóG*wP&zGY##pè,134,292,33
3920,2020-12-13,41,^í9AYS6MjjNîdIëGc6ó7J&ûBûMáäói#TéúfD#öbOZm0iTLLJR9,87,604,1
3921,2019-03-28,88,vKü5wePûáîèL*Ms^$XôóUrA4dSWlRZcuNàO8è41íBáHOmOíXid,77,774,6
3922,2020-07-15,90,wMuSdxdüóupL0BLEYijDFWqû8S1$îëY6yzw5fòfOoúrx2oNrê*,62,217,9
3923,2020-03-02,35,áûiàBRSPXr3&e0zKQVGd3qúEIïDLúô*XuuYìoThRmAöAUJäMfX,98,812,27
3924,2023-11-03,97,ü1ûôkòöô0í%@fáueóm3aüYYy%SuKsQbvbïérmIx*JCWfhBDToê,148,916,42
3925,2023-12-24,70,oNA@NëvP#KfëDGqHRáMv@#8Aòfrâdb39^0ZfòMy2Ux4LFt*ëïA,101,920,45
3926,2021-01-20,53,%áP*XûLK6iMezHsFy5éMI^îXqLhrk4@Sjl1B9ïyNb8ygRíóáòO,166,573,11
3927,2019-12-09,87,3w*îivx%èî6@cnDR*hüaïgâìe6úópödú5ìC&kà0jòr9ffôô4BX,130,156,18
3928,2019-07-24,170,V5*éaî@2308jïjSsòu15rRvûD%tL$wDU87mó9ûf4ö2elM95uID,195,487,27
3929,2020-08-12,149,tZmXsGeGZPaRkîbleyKàdfvTKosûä2*yúêîZíITéoRQïâáQnU0,198,360,48
3930,2020-10-20,112,ïGôêjpugFáT8dhAck8JüwaWxSQsíqìüBati^9áwVIBVe3XCSne,151,9,27
3931,2019-10-13,171,üJe9N95vJEïPíïèl^&úìiFqXeRîo2kWNOLU#z$bDvGMRDaGnéY,66,302,14
3932,2019-02-12,98,Okvo8%Wmp5F%a1Qf$2kVàèúïRFSyDCôàûâxG@jYîrXáj0TëU^ö,136,190,30
3933,2021-03-15,168,pë5püx^lkóú9Hî4V2êl6mhï2xT8KUNíqsLOûzì*â@Eèfí&785%,189,716,32
3934,2021-06-28,161,ìFòcqöJZâXáz#Gm87SYôOl#yïMQfLTïèHá22éawêpZuIgIîRdU,59,707,50
3935,2020-06-20,106,sbáj1ïïV^ö@PòHèNUtöûôpkGï%GATZe&ARóZ3Nü7XO$etur0aó,102,125,6
3936,2020-07-08,150,UwàuëdEdxmA$ó0ZLFZi7êGWqhPS2TîëY6FGDLfr3ìon&EJ#ère,191,596,30
3937,2023-05-31,92,5AgJ1MSXIfMsèûKüôNèjZYDwâs^V6T$CaâWLïè4Zv5yBHéxz&P,60,558,44
3938,2023-05-02,141,àjtm6Söln3êSw0ìd@H6ïúàíëQîûwZYfóòYvî95aâqüôhzääTTu,99,232,5
3939,2020-10-29,35,òpo&FJ$ìsfY@^é9AYä5L6jNfdItGz6í6I&ôYrMiûíh#TkófC@ö,172,106,32
3940,2019-09-05,140,QUjPXbäLó66úe0ásôyMkMáVgXqúhrk4Qëjl2ZQuyàb8F4äíóáû,137,277,27
3941,2021-04-02,81,8Se%ôTBjz0x5gûgPèàry2oOûêAmqIltARh4iá6êZ1äzbiJi1rF,71,850,6
3942,2020-11-17,65,ëBú*ûzDzvk*#íFXíêb45Zîö$gNûHResaLDEBK1p2è@l%CH@à%d,93,968,31
3943,2020-08-28,99,è09G5ëlmjsPâòCYXekpbBêO4üd$ög3xûrSSs7LoEmKä%äoe9gC,117,542,17
3944,2020-11-20,38,jvGgf7pugFjTP1iA0k8JwwaaESû*í^ìxBxtj^9áDVáZü23Xâë@,87,620,5
3945,2022-06-15,180,xRnaòn*YpûkI*dg$ûòhúAQROWq2^dzyIPTFc2póDHëCKóî&Vtt,103,782,15
3946,2023-01-06,140,ìShèVürííL4ó0Fô^êDKióûTfa$í3%6JPû57HXPtDúxND2ûjkhq,100,269,47
3947,2019-08-28,54,WéZü3LYâï#2àòFQdrüKCDAJ0$Hú98SBG9ó$cöN@ôM%UìII33íb,165,240,12
3948,2020-09-30,105,úqîò0^wíZâXéG#GmP7SYôPlSzïàQgúTïpááJ2éyDê$ZBIhéîRd,199,399,40
3949,2023-10-02,32,$RtKrPaBauj&mIx&ICWf4ADTneMPz@âòV4vwt2co0Mlk$uzlLo,173,111,43
3950,2021-03-18,109,huîfd5#*2îiäO04Wz7NávBwüCûì^j%ovXw&5TOhBïûXï0JüYû9,157,145,49
3951,2022-11-11,63,ívé1OúPKAáâtèkun7TVmo4î$a0òe#I7öàèóëRFRxâBôúûZwô9i,101,765,4
3952,2022-08-17,132,XoNXRèëvPSófëDûqIûáNv@#8Arfsêdb39^0âgòMy2Ux5Lôt*uï,110,999,26
3953,2019-01-01,128,eT*óSCâïON89ìh2ívé1OúPKAáâtèkun7TVmo4î$a0òe#I7öàèó,168,827,19
3954,2022-08-03,50,loêpz$uébcüiEQî8NMûafè7QEtóì2íätnûhHHixBd#bAû3áeòz,72,746,31
3955,2023-10-20,123,f^xi5GutïUuQèqûoàï&vqg#6îtTôWëb1UXòkbIúvNaàS0*A^Fx,55,501,17
3956,2019-07-05,170,qoT4R@AüBUJäà3XtgütFûvaqOFjmZnx#sûüaïgCOâ6MKìödú5O,101,343,18
3957,2022-01-26,90,WKX3áGóûüá2ó&ogíwfàn5cbZCc&TïMëRYxcöótoKbAKEYôjCFV,58,297,2
3958,2022-03-08,34,V@MWPúsAOQé1sZî$GòhúA9@7&q1^ZzyI8%yY2èóD0SC3Kê&^tt,90,676,2
3959,2021-07-23,156,Jp#@UêéRo^1aPTiOWasKíM5ú1zû&îELjLáUga%ó4qk4Qä6l1YP,57,217,36
3960,2020-10-27,31,xìë5èüxríkLLm0Fh&fDó6óiï2a%l3%7Kòs58HbìADnxNêJrjkh,126,489,3
3961,2022-03-23,140,hOä1SfäX6EFCL2q2èom^DI#àqeW8$á7&Wû4K5hLdbGsEx4é5H%,127,492,5
3962,2023-03-02,84,o@ä3ò8WïWSHòó1ür1v&êîtw$úDh8bmBP^fïöäeYMZ5íIàëbí4à,99,639,7
3963,2022-07-16,138,EnFOîKs886^èdpYaü07#xXdàJvzRu2JDq%ûû&Mó@â8érSr@0O3,75,695,21
3964,2022-08-11,113,t5Aô21M#*2î5äèG4WF7NáCBwwâäqVjTpCXD&5TOhZïibvHJücs,67,312,20
3965,2019-12-14,139,gCò9wp9Vb#q6ûVz2ä4%K9apqnwTûïGîêiotfFáS8dh*ck71övW,113,828,42
3966,2019-02-04,30,C#sK#vBT76kí7ôe3ï1dkL83tHCä6éëújo^íàgxoVc8ândá%MNK,133,506,32
3967,2021-11-13,158,âöicwIíadtQHmpîìz%véYZWáFRômONäXîOlRyuúQfóTëoáûIIj,171,297,21
3968,2023-02-11,172,Gl$epFTBjbcüiîQî8èMûafà7ûEtmì2lät#hháHiDZdRbXû2ieò,123,699,9
3969,2023-06-07,135,DSò&é%ìwYx*5U8ûCUáYö1JWZä@1óèEPcqöJBB*Hz@Gó86RAE7í,178,800,2
3970,2019-06-17,140,QERwCAîóòZwF9iXêqWûhzSäT%ë86èGàLSrTìîniEä#yr#Xd%s8,111,558,32
3971,2022-12-08,143,â2S0Yj3jfû0vR6HRKûopJLîwà^Y7Bócû$452#lülUuäx38uTxí,87,601,3
3972,2023-12-12,30,Gü@úüònsAèûk1sZg$ôqhúAPQNW%1^dzxIOTFc2póDHëCKíf&V*,122,510,25
3973,2023-11-29,106,30äVkûYctàúOOo3HkAiGèlèíWhc&n6*9Mäï8@JeRwGp0QûMumn,79,73,37
3974,2019-08-08,51,gNR0SêäX5EFCKeq2ènm%DH@àqdW8$û7&WQ3JhhLZbGòEü4á4G%,192,868,17
3975,2022-02-02,57,êIïâLógXWAuXp#S4R9*öXTJûú2Ws2w*Eûux%NEi9YnD@sôöüëf,51,596,21
3976,2023-11-19,136,a$@äJòPWuWëármHü&1v&êgAw$úê58b9CP^gvwt2YàcLóéouzlK,188,833,4
3977,2020-02-14,38,*qerâ0b29%zZ2ìLE1TD4Lî*&tëAìn$g@mtUA$2QLe*äfösyGïü,109,125,16
3978,2021-10-19,83,EïPóöèl^WúìiG^beRîp3lWOPMU$GTbECûNRDaHnkZFûYIédUT^,148,111,17
3979,2019-09-26,111,èdMóípv0lLèY^jnFiq^Pe1gî3YWyìwöfGfzoD^à2êNHêk9ôIYs,173,56,13
3980,2023-01-04,69,hâ$*ó#CZT7NklOôeJïId7ú8KAáCäNéëúj$VóàgE$ücPân1jUMN,61,742,19
3981,2023-04-28,98,SJo&ûsI&xóefcláTá#QPïdiò@TGwèä4àöw^íkóKlGEgUeâí5íh,81,29,24
3982,2019-06-19,33,w#PrIpOötüûûpkGv%GAUdf&BRlZ3Nx8YèT2tus0aóbKkámsxjJ,89,155,15
3983,2021-07-14,62,adQeo2jVàèóï@FRxDBôúûâwF@jYîrXûicTë%^ïm7ì0à6TsUòîo,127,108,18
3984,2021-08-13,142,ëQîûxâYgóòZwî95aêqüûhzëäTTu9NpGnMërïìîniEt#F&Sbd%*,102,104,23
3985,2021-11-08,100,IDë7éTMép&óNôypWZ9êàeé^MNKTny#awvFLQCüzmáAEò*HûZ$S,194,272,14
3986,2023-01-20,88,fYR^éQAYäML6jNf0ItGz6íNI&ôYrMisl5#Tkm2C@öyOc9zhSóú,65,292,25
3987,2022-07-02,65,Fu$F*Tc1^AQkbJMw7WàS0stqzülxJih9rwiIlVR3kC2n@Lzycc,134,419,36
3988,2022-06-20,126,%gOûHSftbMEFCK2q2è#m%DI@à^dWP$ûO&WòKJ5hLdyGrEx4áLH,58,194,25
3989,2019-11-12,180,Cdr%ö5ë#ZxZöótè4cu4xAûjwy&ìô8#eoESAiaböhêòf7àúqüeà,107,316,35
3990,2023-08-02,34,sìâòCYXekpbBêO4üd$ög3EûräSsOMoîmóä%äoe94ârRD%QüzS^,163,171,12
3991,2021-05-28,179,ezûsîyLéMH^îXqóhrk4QSil1Z9ëxàb8F4äíóáòOCOuX&ZéàWtâ,102,255,46
3992,2022-10-10,87,fa%í3^7KPä58HYPtDúyOE3ûkkiqàYèAWVcjnü*ZM2ïb@ëe2Cìp,76,289,40
3993,2022-02-13,125,râX9pH8s*Q43iiLâcHûFa5I51qE*ìKôòég9#áídBlTaMXkygRJ,50,444,13
3994,2020-12-07,141,#2àòGûdrüKâêYé0$Hn98TZûPm$zöNRgMUöìIá33íbxîqâvJhJô,131,287,20
3995,2023-06-23,73,3vc#uf2DrqûRrNómêléò$rnd83ZqPZTòöyRUàhöFésKïíPx$%@,165,706,26
3996,2020-01-18,50,üDäò&j%pwXw*5TOhCöûYö1JaZä90óèEìbpïIYZWáy@Fl76RXîN,171,265,50
3997,2019-08-20,133,àüTHTzîDáèëîyá$kdûtcék2ööW*ü#QûJìOVuüäûqlHö^HBVâf*,64,730,4
3998,2022-02-28,119,1ö#j2$5Ièr46Faè&ClwMâIqijgpúbn&öïyhmï^bLHtü9sc0Boo,103,509,42
3999,2022-08-28,142,G#Gm87RYîOl#yïMQfLTïoHûI2éywê$ZBIgIêRcï@á1nh0Nì3hy,111,428,25
4000,2023-05-09,66,REuúò2óëuoûhIIjxCe#cAá3áeûzï9i0@3Gúp24Eöú^AjuKYGog,116,194,38
4001,2021-09-24,114,ämdLìyPcìU2BC*Iznzókj#AF7ínaT59ê4$Tè1H2eIaöDoBu1î1,180,439,36
4002,2022-06-01,79,vZûpUiSoBWC^4SNgYëhauGIöbrPzénâèy$uáXXVôD8EkN5PWâM,66,307,18
4003,2021-07-19,110,à^AkCLZHp452#óümVïëx38uUaíGswOrzF*n@èè#Já7X5ôoPo7x,194,705,33
4004,2019-01-03,38,7*q2^ZzyJ8%zZ2ìóD1TC3Kî&&ttXènSgQl*U*$2QLeWûeösEGë,64,564,19
4005,2019-12-08,45,*ûZsMjäói#UkúfD#öcOdm0iTúàíä9EQwBAêóìYvE8hWâpVôhbR,189,661,26
4006,2022-08-02,168,òDtlì1kûs@ggûHhCYcRbWô2hdòytPgFPJôónHKâïó$WiAéXFn2,117,161,50
4007,2022-12-23,86,5ê*RêVäyGTWì6yáóBMünûG^&%Ev7Cá53O%B4û7ïòI6YI9PíEDy,178,820,28
4008,2021-01-02,138,%àDi9bmCQ&göüëfZNZ5óJèïcó4èBqjúziìq8eeîEfAWaPöUê0f,67,24,27
4009,2019-05-16,66,YYz%SuLsQbCbvk*nJy*JDXg5BEUofNQ0#âûW4wxu3dp1Nml%v0,190,865,44
4010,2023-06-09,103,NV$0%cyxHOSEb1oíCGäBJíe^U&sWomR2P8&ë&RHìí0VrdëqCît,172,775,25
4011,2023-06-08,156,l0Eh^fDóióôTeü$k3%6Jìû57GbOtCmxNêJrjkhpàYà*üUcinö&,93,42,8
4012,2019-07-11,165,ë2wSkJTMéìrLNôaè*âmDàâIr674%nbnWöïz5@vVbúHtxQs0HZp,146,702,43
4013,2023-09-02,54,ú%düO#ûN^VòJJ44ócyôqêwKûKG$êWpífpi2PQhj0X8äwúü6D2ò,105,304,43
4014,2022-10-31,101,#úâ47a9BP^fuvs1YúcLíántykKàX%imEhp$6d0âê1*UxNvTeFe,127,549,6
4015,2021-10-15,80,úIAyQA1HZ%$qò%úk9d7jqR^9zNIb$ìcäpuDòëm3uêi^étjèCST,65,840,49
4016,2019-08-05,156,CwZrpU6S#BaCVLëè4YuhauGáwbrPGknâpy$uáaböhEPî8NLòüe,163,387,19
4017,2021-10-23,173,pmväôëFeZhnseEhR7zg&yj6HvuöVvRìrápàö*vrh$7ôuTôXïc2,125,324,16
4018,2023-10-22,44,*ûBûNáäói#UíúgD#öcOZm0iTLMJS9EQöBAêKPBïElhWCìVFôbR,72,49,44
4019,2021-04-05,166,iîQî8OMûafè7QEtóì2íät#ûháHiDBdSbXû3áeòzuQhG@3GúoI4,128,100,31
